text,sentiment
man sux block everything,0
final almost two day im excited summer come,1
diversity rock,1
morning kerstin,1
could poll would u kill spouse pushed u edge answer wld amazing im sure,1
yeah hard look constantly fighting eating everything sight get rid lot,0
waiting pizza couldnt go six flag,0
haha think know im awake work,1
joleee get interwebs plz need ask question codinggg,1
im already annoyed friday ruined,0
turned two ticket paris euro star next thursday used impulsive,0
obamas speech correspondent association promised complete next day,1
lol church always come gift common sense know leave alone,1
boy game,1
im cry cause moth died light,0
coverage start itll start,1
watching bleach,1
yes yea,0
ahem follower amp tweet lg lifeisgood hows weekend,1
still bed im alone start day eating candy drinking nestea ice tea,1
feeling little guilty sorta homewrecking sooo worth,0
ohh happy came back reason lol,1
oh really try living florida ac car,1
dont know,0
ian look dangerous,1
beach bound,1
lol got followed fox sport grill shop legacy free wifi okay im hooked,1
totally paralyzed followfriday think everyone follow follows yet indiv tweet lt feel like lot,1
tweetie look cool thing stopping lack column iphone app awsome though,0
shall wish tuesday,1
day exactly til trip virginia work drag forever friday,0
kidding disney planned plot movie tolerable pixars im sure inspired,1
gamta cancelled im wide awake waaaay early liking nothing today,0
work hate dream ex lover ex friend hate though theyre wake sad,0
bought six flag ticket online pavel going tomorrow sooo excited,1
leaving bamboozle soon,1
welcome thank followfriday,1
wordpress bitchass bitch otherwise thered new silence remix,0
freedom speech stephen keep going dude,1
morning jogging session gf definately need get shape,1
ooh haha thanks posted,1
nothing dont caple,0
aweful cold,0
play head ill play cash gameswe keep winning mattress,1
gave brother hug goodbye took load furniture away house took mattress like,0
upset,0
weeeeeehehehe got tweet chattyman alan carr,0
globe doest deliver cottage middle noplace buy gampm town nyt,0
youre example amazing thanks spectacular music helped chile far huh xoxo,1
jonas brother new cd sold couldnt buy,0
happy mother day,1
knooww haha oh didnt see,0
whatever shut eat lemon poppy seed muffin,1
awesome dont get keelhauled send love,1
found im pregnant happiest news world,1
porn following,0
setting christian clothing store online christianwearcom amp christiancouturecom,1
isbut told gon na entertained wasnt,0
watching tv boring today well expect sunday today got nothing boring,0
tired reading dayconflict lawsand page leftlets go,0
im samemy rent killer bloody council tax gggrrr,0
thats great idea fun,1
nope ive led enough raid going afk know got right first time,1
da vinci also cook make creme brulee presentation,1
okay go see get done outside make lawn look better theyre awful f outside sigh,0
mmmmmmtoooo confused bout future,0
cant wait download summer night performance youtube im camp dont tv sorry guy,0
yeah welcome twitter good hear train ticket arrived,1
making steak shrimp feast neighbor dessert mean bringing dessert,1
list chore get today,0
going go pre buy comic watching jonas man love show,1
go bed school tomorrow hanging boyfriend hopefully okay week,1
im finally people im ready big kind bc im still lil drained,0
invisalign give dry mouth,0
skin doesnt interfere wanything screen responsive pain install missed piece lint,0
mickeyg host bb say,1
think awesomee must ur bestest friend lol,1
listening nice music think go bed get nice rested ill miss russel brand ponderland,0
sorry meant feit channel,1
think im getting sick,0
would one link one affiliate listed site,1
shit shit shit dropped camera broke filmed video dad pissed cause rd camera ive broke,0
peoplecom make happy,1
feeling nugs tonight,0
want go festival year really missed boat,0
kay thanks,1
god handing name kept one loved hedi came along,0
hello sir,1
damnit need see,0
wish come,0
firework canceled,0
great day bedsee u morning,1
good morning germany,1
toast,1
headache seriously hurt,0
loving night,1
getting metro looking fwd awesome day dc need find salon get haircut,1
almost every darn thing blocked network,0
day running around like crazy person trying get organized week away home im sooooo excited,1
im told low odds iphone o available midnight source indicates midmorning tomorrow nerd bummer,0
going play havnt clue im playing hopefully ill play well bientot,1
haha like default picture meow,1
sayin everyone go back work monday u work weekend amp monday,0
congratulation food good drink haha go indulge deserve,1
know cupboard confuse may venture safers bit,0
well im getting ready class,0
long day work today truck peice truck tomorrow yaaah,0
love weather go bike tour doggy,1
need today exercise,0
lunch mawface,1
oh pity great brush cleaner could maybe trick,0
augh fever gone end missing weho clubbing tomorrow night going pissed stupid boytoy gave plague,0
please keep voting make sure stay top,1
great day family didnt want end,0
good morning tweeties gon na lovely sunday even though suppose rain,0
went home cause forgot license dont want get good day today,0
could gotten screen flow free leopard,0
reply,0
marijuana cut lung cancer tumor growth half,1
classmate school,1
aghh never get bruise waaah,0
need straighten hair,1
writing page paper started well read article,0
free night waiting come,1
encore une fois go hassle changing forgotten password yet,0
going palm springsi dont want,0
junior coming boo anyway im taking picture right,0
rented bag kid size lovely orange yes crawled zipped,1
finally back online ip profile stuck moment though,0
stupid low battery smoke detector woke cant get back sleep trying lol,0
refuse put lot money bank else ill go insane online shopping spree lol,0
krone coin sitting around ask small note feel pimpish,1
gettinn readyy thenn withh alliee,1
agreeeed night horrible,0
anyone know flashing power light g imac mean even apple doesnt,0
thank much,1
wish snippy tool win auto scroll feature like snagit capture webpage,0
hardest part trying gather internl data put excel smash spss rest tedious,0
aylas away san anton,0
hate rain,0
blahh better stoppp raining dont want inside tonight,0
yeah stink yesi voted mr twitter thing lol go bed nice talking,1
talkin aim miss educated nigga,1
hi nick please give shoutout,1
love beatlesand pic profile yeahh,1
ive already seen preview ampamp gewd,1
better half tending balcony jungleshes planting herb,1
first time riding recumbent bike woohoo,1
day far,1
tie game,0
loyal core,1
yup frisbeeee doesnt take mind away beagle race leap foot air catch em,1
ugh think allergy acting,0
heeee well disintegrate maybe get date since single lol,1
wish could walk beard rainbow,0
wtf david carradine died bill,0
cat tn died last week home visiting poor delilah amp grandma cat break heart,0
feel partly responsible trouble iran co avatar still isnt green,0
omg watched trailor quotnew moonquot wow sooo amazzzingi cant wait come outnovember,1
horny there little dog room,0
trying hard work,0
cant wait see pic u tearing outfitschoreovocal cant wait lol u got ta send quotsuper ciquot shirt,1
lol big free yousendit lol split,0
heading work shirt wore bed ridic amount product hair havent washed yet obv dgaf today,0
im taking shih tzu haircut pupp salon hot outside place look almost chihuahua movie,1
old enough lol,1
back work awesome weekend camping,0
headed back hotel hotel party,1
drink shooting,1
wanted hollie win serpose diversity ok,0
im bored bai come home,0
fuck im hungry dont oreo shake strawberry smoothie guess,0
wheres rain supposed today complaining tho lovely amp bright happy making,1
really wan na see new mon tralier omg wan na see,0
oh god sound well bad,0
reason tried downloading tweetdeck client wouldnt let see couple buddy thoconfusing,0
electricty went n get laptop,0
experience,0
wait new moon,1
hopefully soon thank,1
want go back home argentina amp feel sick ughh cramp worstttt hmmmm,0
cleaning,0
anyone computer donate mine crashed whaaaa,0
went today pick lap top friend talked came home dissapointed,0
dont know might notshes busy chick,1
prob dont twanger lol,1
ahahas ryan smart,1
oh way hope bought insurance,0
work exactly workingmy poor client,0
marco miserable longfurred flop scheduled grooming saturday hope feel better,0
soo wanted see movie love jennifer aniston refuse watch know dy,0
pic shirt look white take flash wan na see inconspicious lakerf,0
mon ipod est mort,0
lol well couldlmfao hehehehe,1
headache killing,0
umm doesnt let lol say,0
love rainy night love rainy night,1
hopefully going city amelia,1
hate look warm outside u step degree less u think,0
tha bombardier learjet race texas motor speedway suite aaahhhhhh good life,1
near completion knex ferris wheel worked hour shorted needed piece definite sad trombone moment,0
im going miss headline,0
bertwitter e ma bonito,1
got ta kidding,0
good luck peter xx,1
okay full lb u live,1
